Age,Potential,Value,ShortPassing,Balance,Strength,Interceptions,SlidingTackle,BMI,Work Rate_NUM
27,66,725000,66,58,73,66,67,22.74,8
31,65,525000,62,54,67,63,63,21.68,0
26,70,1600000,67,74,69,69,67,21.8,2
27,74,3900000,62,64,80,72,72,23.48,6
30,66,725000,62,59,66,60,62,22.22,2
35,73,950000,70,66,73,82,73,22.74,3
22,73,1300000,64,62,62,60,61,22.21,8
21,80,3900000,73,36,87,71,66,21.97,8
25,70,1200000,64,63,77,66,62,24.22,2
21,71,2000000,67,75,68,68,65,23.23,8
29,74,2800000,63,67,82,75,68,21.7,8
26,67,1000000,64,67,72,63,63,22.64,8
30,67,875000,62,54,75,57,65,24.05,0
21,76,1500000,60,83,60,58,65,22.49,2
27,69,1300000,62,71,64,64,62,23.77,2
23,83,14000000,68,40,85,76,77,23.67,6
21,79,4000000,61,75,60,70,71,21.6,2
29,69,1200000,65,60,78,69,71,24.31,8
27,71,1700000,64,68,71,64,63,24.3,2
33,68,600000,70,64,76,65,67,22.69,6
24,70,1100000,64,71,56,59,61,19.88,2
21,81,2400000,56,71,64,62,58,22.69,2
33,63,250000,64,87,59,58,55,22.68,8
23,70,1000000,47,71,71,62,60,24.49,0
23,72,1600000,59,74,69,60,67,23.72,8
29,65,625000,64,78,57,59,61,23.53,6
23,71,1400000,65,69,64,66,62,22.28,8
24,79,7000000,71,66,72,77,74,23.33,3
29,74,3500000,58,59,88,71,76,24.02,6
21,84,9000000,65,60,80,75,72,23.77,6
25,80,7500000,75,65,62,70,77,21.78,2
23,78,3400000,63,61,74,73,72,21.22,6
24,71,1200000,66,67,76,62,57,23.12,2
28,65,575000,66,68,70,62,59,21.91,6
25,69,1100000,62,73,67,60,56,22.69,0
24,75,2100000,66,60,78,68,63,23.74,8
29,69,1200000,63,64,75,74,65,20.01,8
23,81,6500000,69,64,78,75,75,21.93,2
21,78,1700000,64,67,58,67,65,23.41,8
24,73,1700000,66,64,72,69,61,23.67,8
31,68,825000,63,59,83,67,66,23.48,8
21,75,6000000,66,40,83,75,73,23.77,8
33,72,1100000,61,64,84,71,71,23.41,8
32,66,600000,62,74,57,60,65,20.99,2
27,70,1200000,62,56,84,65,65,21.33,3
29,64,525000,58,64,71,66,63,23.37,8
31,66,575000,63,59,76,66,62,22.88,0
30,70,1300000,70,54,80,68,71,22.79,8
34,75,1800000,65,61,79,75,74,22.59,0
30,61,230000,59,74,72,60,54,21.15,0
27,69,1300000,67,77,63,61,64,22.72,2
28,74,2400000,70,65,89,68,68,20.89,3
23,72,1400000,64,69,75,58,63,22.89,8
27,70,1400000,65,45,80,65,66,21.61,6
31,71,1300000,61,45,83,70,68,24.14,8
28,76,4200000,69,51,87,72,68,24.4,8
25,66,575000,58,58,72,58,58,20.94,8
26,77,4900000,66,70,80,73,72,22.59,6
29,80,12500000,68,41,82,81,84,23.77,6
26,71,1600000,66,69,67,71,64,22.21,0
34,74,1700000,67,57,80,76,73,24.52,3
21,73,3100000,53,43,84,69,74,23.67,8
27,66,825000,65,81,44,61,61,22.68,3
23,73,1700000,61,63,62,65,69,22.64,8
23,75,1800000,66,64,74,66,67,24.07,6
23,76,2400000,65,84,64,65,65,23.39,2
33,75,2700000,70,66,71,79,76,22.04,3
24,67,625000,61,85,65,63,64,24.45,6
31,69,950000,60,49,80,71,69,23.3,8
23,75,2200000,63,58,73,69,65,22.79,8
25,80,15500000,67,52,81,78,79,21.97,8
28,65,650000,58,85,69,59,57,22.49,8
30,68,1000000,63,51,87,66,68,25.23,8
23,84,24000000,75,37,86,78,78,24.1,6
27,70,1500000,68,69,66,67,69,22.59,2
32,77,7000000,67,51,89,76,77,22.26,6
23,74,1900000,64,74,65,62,66,20.99,0
25,74,1900000,63,63,80,65,66,22.69,6
25,68,875000,62,66,61,61,59,22.46,8
23,80,4000000,66,69,58,70,70,23.51,8
23,79,3300000,61,68,70,70,70,22.5,6
30,71,1500000,70,53,80,73,70,22.55,8
25,68,975000,61,75,69,63,62,23.04,2
27,69,1200000,70,65,79,66,66,24.78,8
24,73,1600000,60,74,49,52,62,22.34,8
24,69,925000,67,63,68,67,57,22.94,8
24,70,1300000,62,72,56,61,63,21.63,2
25,81,13000000,75,61,78,80,80,21.0,3
23,73,1700000,67,61,79,74,64,21.22,6
30,67,875000,65,63,74,63,65,23.63,8
29,63,425000,55,68,71,60,58,22.22,8
23,73,1500000,62,69,81,62,63,24.69,2
26,71,1400000,59,66,76,66,66,21.84,0
20,81,7500000,64,58,80,78,75,22.16,2
28,67,925000,59,80,62,66,63,24.22,8
29,73,2200000,61,36,95,69,72,25.77,0
28,79,13500000,70,28,90,78,75,24.24,8
31,73,2100000,66,55,75,71,73,24.15,0
22,74,1500000,62,75,58,63,60,22.14,2
25,68,650000,57,73,65,55,57,23.46,2
30,64,500000,60,70,60,61,62,22.86,8
25,70,1200000,61,79,60,69,65,23.89,8
27,68,800000,62,67,86,61,62,23.45,8
25,69,925000,60,78,65,61,58,20.99,2
21,74,1500000,64,77,52,61,62,21.47,2
36,65,160000,58,82,60,58,63,22.49,8
22,82,9000000,75,57,78,72,72,21.73,8
27,69,975000,65,60,74,66,67,22.07,8
23,73,1700000,66,59,77,66,64,21.56,2
21,73,1500000,59,74,59,60,67,22.34,8
33,68,575000,67,62,80,69,58,24.9,8
29,69,800000,66,67,72,68,69,23.85,5
29,64,525000,62,70,77,55,63,24.72,8
24,71,1400000,59,70,62,59,61,23.04,2
29,66,750000,64,69,73,68,66,23.3,8
29,65,625000,61,61,74,58,60,20.01,2
24,71,1400000,59,67,72,62,61,21.8,0
31,69,950000,64,57,85,71,65,22.63,6
31,68,600000,62,58,73,70,72,21.6,3
23,77,3000000,66,62,70,67,66,21.43,2
26,67,925000,60,69,70,61,64,23.41,8
28,79,15000000,68,51,83,81,78,22.99,8
25,66,850000,64,78,62,61,62,23.12,8
23,72,1400000,61,61,63,64,62,20.45,2
20,84,15500000,77,37,84,78,72,19.93,6
23,72,900000,66,70,43,61,65,22.94,8
28,75,4000000,68,55,83,73,74,20.99,6
30,73,2500000,64,53,83,70,70,24.19,6
22,86,29500000,74,55,81,77,78,24.69,8
25,66,525000,63,62,70,62,62,24.93,8
23,75,2100000,60,40,84,68,60,21.88,6
32,73,2000000,58,34,83,72,76,22.99,8
26,68,975000,62,67,65,61,66,20.45,8
19,80,1900000,61,74,68,62,63,20.83,0
30,72,1900000,71,40,86,73,63,23.48,3
22,86,29500000,75,54,83,78,79,25.24,6
28,75,4000000,66,55,82,75,72,25.93,3
22,76,2200000,65,70,66,64,59,23.15,2
29,70,1400000,63,66,80,68,67,24.34,2
29,68,1100000,63,70,67,59,62,21.43,6
30,86,55500000,63,34,94,85,86,25.45,6
26,69,1300000,65,76,68,65,61,24.77,8
24,72,1300000,60,79,61,65,66,22.78,8
19,78,1600000,62,84,49,60,60,22.96,2
23,72,1400000,63,67,70,63,60,22.22,2
27,69,1100000,63,72,71,66,70,23.41,6
22,76,2300000,66,59,79,67,69,24.52,8
30,63,300000,59,63,75,63,59,22.55,6
22,73,1000000,53,82,46,54,59,22.13,2
33,71,900000,62,68,75,72,73,23.81,6
24,73,1600000,61,67,74,58,70,21.04,8
29,65,400000,57,73,58,62,62,22.41,2
25,68,975000,58,75,61,62,62,21.06,8
32,70,1000000,64,67,74,72,70,23.33,6
22,76,2600000,62,72,72,66,65,22.66,6
24,68,675000,62,71,63,58,59,22.84,2
23,71,1100000,62,68,63,62,62,24.07,8
29,74,3500000,69,48,76,75,76,20.75,3
22,75,2300000,60,69,68,64,72,22.86,1
27,72,1600000,64,51,83,68,66,23.77,6
26,71,1500000,62,66,83,59,64,22.53,2
26,75,3300000,63,49,73,73,74,22.21,8
18,85,3400000,67,69,60,63,70,25.62,2
23,77,2600000,66,66,63,60,68,24.62,6
27,64,575000,60,54,71,63,59,23.63,6
28,70,1300000,64,53,80,72,67,21.91,3
28,71,1500000,60,54,91,69,66,24.69,6
27,69,1100000,62,55,84,65,63,22.48,6
22,82,6500000,71,52,78,76,78,22.79,8
26,69,1300000,58,74,58,64,61,22.05,2
23,72,1400000,58,73,66,64,59,23.51,8
26,66,775000,59,77,63,54,60,22.22,2
33,77,5000000,75,59,79,78,77,24.52,6
21,78,2200000,58,69,59,63,66,20.15,2
26,66,650000,67,46,82,55,55,22.16,8
35,70,425000,65,56,74,74,65,23.8,6
24,76,2600000,68,59,76,76,69,22.31,3
25,77,3800000,70,52,81,76,74,21.61,6
25,75,2900000,67,74,66,69,68,23.1,8
34,72,750000,67,32,80,71,71,23.33,8
27,67,975000,62,66,71,63,67,21.5,8
29,72,2400000,64,60,80,73,68,23.96,8
33,64,210000,60,64,71,61,64,21.6,8
22,72,1300000,66,77,65,64,66,24.66,8
28,72,1600000,69,60,75,70,66,22.5,8
32,72,1500000,62,43,80,75,71,22.52,8
27,63,450000,59,64,73,62,62,23.89,8
22,74,2000000,56,67,76,62,65,20.94,2
27,69,1300000,68,68,69,65,69,20.23,8
19,80,725000,51,67,70,59,59,23.33,2
23,71,1400000,63,80,61,60,67,23.66,8
30,73,2500000,62,65,75,74,74,23.63,8
25,72,1300000,67,52,86,66,58,24.33,8
22,76,2600000,62,77,65,63,63,21.37,2
30,70,1400000,70,77,78,62,64,23.94,6
29,80,16000000,66,66,76,82,81,24.19,8
22,74,2000000,63,70,72,62,62,22.99,8
19,80,2300000,72,78,52,59,65,20.43,8
30,76,6000000,66,51,83,78,75,22.55,8
24,72,1300000,60,68,73,64,61,23.1,0
23,76,2600000,60,73,66,62,62,22.22,8
21,76,1500000,60,67,68,57,59,22.31,2
28,65,400000,53,80,65,67,63,20.9,6
26,71,1900000,71,68,65,69,69,23.41,8
31,61,275000,63,55,75,61,62,20.59,6
22,72,1400000,53,78,57,57,64,21.8,2
24,76,3100000,69,62,68,68,69,22.26,8
26,75,2700000,71,64,77,71,78,21.88,8
38,70,275000,66,61,74,71,69,26.85,8
22,70,1000000,60,79,58,59,63,23.39,8
28,79,13500000,74,51,84,76,76,20.94,6
28,69,1300000,65,67,73,64,68,21.22,2
24,70,1000000,61,66,84,67,59,24.05,6
23,70,925000,55,66,76,56,57,23.67,2
31,68,875000,64,62,67,65,65,22.64,8
28,63,425000,59,73,65,61,60,20.97,6
25,75,5500000,66,53,80,72,75,23.45,8
23,72,1300000,57,66,69,58,63,20.75,2
27,74,2100000,60,80,71,70,69,22.59,6
29,70,1400000,58,62,74,69,69,22.84,8
24,74,2000000,70,65,57,60,70,24.16,2
32,67,650000,67,61,71,67,63,21.38,5
29,72,2000000,67,57,82,72,72,23.59,8
29,68,1000000,67,58,76,68,67,25.11,2
27,75,4200000,69,48,87,73,76,24.65,8
27,67,975000,63,70,74,65,67,24.11,5
25,76,3600000,61,59,79,77,66,21.93,8
31,74,2900000,68,49,77,73,75,21.11,5
21,72,775000,67,67,62,59,66,21.78,8
29,76,6500000,72,60,88,76,76,24.62,5
35,67,325000,62,61,64,68,64,22.99,2
26,73,1700000,65,67,68,70,71,22.21,8
30,69,1200000,71,76,63,64,68,23.78,8
25,70,950000,65,71,77,65,58,20.45,5
30,68,1000000,59,90,81,65,66,25.54,2
22,75,1800000,62,78,64,58,67,21.22,8
30,62,350000,57,73,64,59,55,22.72,8
24,68,775000,55,75,62,58,58,24.9,2
33,69,700000,70,43,87,69,68,24.41,6
32,72,1500000,72,64,76,72,70,23.12,8
24,72,1400000,62,66,65,62,63,23.57,8
21,70,1700000,56,88,24,70,69,21.26,5
24,78,3400000,69,40,77,74,70,20.94,6
20,77,2500000,64,71,59,62,63,23.36,2
27,62,325000,59,70,70,59,58,21.68,8
29,62,325000,61,64,76,56,64,22.64,5
22,78,3000000,64,63,72,68,66,23.59,8
32,63,325000,56,41,73,58,60,22.4,2
28,68,1100000,62,69,63,68,68,22.47,8
24,72,1400000,65,69,69,60,64,21.74,2
20,78,1300000,61,66,59,56,61,23.25,8
23,73,1600000,62,68,66,60,57,23.55,6
19,80,2900000,67,71,57,62,65,22.86,2
27,73,2000000,53,60,77,67,70,23.67,3
23,71,1100000,62,89,63,62,59,23.53,8
27,65,625000,60,78,59,59,58,22.89,2
25,67,725000,58,64,67,64,59,23.39,2
39,69,250000,66,55,74,69,63,24.52,3
26,67,800000,63,61,75,56,54,23.37,2
28,63,425000,57,71,68,58,58,25.18,8
31,67,750000,64,74,67,68,66,24.66,6
29,61,325000,61,62,80,59,59,22.12,8
25,65,400000,62,65,70,59,60,23.46,2
29,67,900000,62,71,64,61,62,23.5,8
34,68,400000,59,59,85,64,61,24.02,3
21,80,3400000,65,76,72,65,69,23.51,2
33,62,210000,58,69,70,62,52,22.98,8
26,75,3300000,68,63,74,73,74,23.37,8
35,64,150000,61,67,80,62,63,22.84,8
24,69,950000,57,82,65,55,58,20.11,8
21,82,3300000,68,72,64,68,70,20.38,6
32,69,900000,64,50,91,67,66,25.75,8
25,68,1200000,43,70,63,69,72,22.47,8
25,70,1200000,63,52,77,72,62,23.15,6
27,68,1000000,63,54,77,65,67,22.35,8
27,68,1100000,64,70,59,63,62,23.15,8
27,77,6000000,74,67,87,74,72,23.85,8
23,76,2600000,73,66,75,70,71,20.97,8
28,74,2400000,69,53,76,71,73,20.76,8
24,72,1400000,62,67,60,62,61,21.8,2
19,77,825000,65,90,55,52,62,19.61,6
28,65,650000,59,73,63,63,64,21.46,6
29,70,1500000,58,51,83,69,71,24.02,5
29,66,475000,60,73,70,65,73,24.06,8
27,68,1100000,60,63,72,63,58,22.26,2
30,64,475000,63,57,72,66,60,23.52,8
28,73,2200000,71,59,81,71,69,22.94,0
26,67,700000,57,75,63,56,57,21.15,0
28,67,925000,62,85,56,65,67,21.97,6
28,63,425000,52,70,62,57,57,22.78,2
19,78,1300000,66,70,58,56,64,20.68,6
21,69,1500000,71,67,65,74,75,22.53,5
31,77,6000000,66,36,89,80,74,26.87,8
28,72,1600000,56,61,85,70,71,22.1,8
24,77,3000000,51,72,70,64,70,22.28,8
33,66,400000,68,63,85,61,61,24.59,3
30,71,1500000,64,61,85,70,67,22.4,8
24,81,8000000,73,75,86,71,73,22.44,8
22,77,2600000,67,77,56,63,69,21.31,2
26,66,775000,54,49,73,55,63,22.64,2
24,73,1600000,68,69,65,71,68,21.6,2
34,65,250000,58,55,77,62,63,21.68,8
35,64,180000,57,70,77,64,65,23.2,0
31,70,1100000,73,38,81,72,71,25.13,5
27,75,3200000,65,59,77,74,75,23.45,6
36,73,550000,66,54,78,75,75,25.0,4
24,71,1200000,65,74,67,64,69,26.57,6
25,73,1700000,66,60,77,70,68,24.22,2
23,71,1100000,58,57,87,61,62,24.67,8
23,73,1700000,65,69,61,59,64,22.09,2
21,83,9000000,73,54,75,76,72,21.88,6
30,75,4900000,61,54,79,74,84,22.63,8
30,67,825000,59,63,72,64,66,23.33,3
33,65,375000,61,82,72,62,61,23.18,0
34,68,325000,64,68,90,60,57,23.29,6
32,73,2000000,63,57,75,73,74,22.12,6
29,69,1200000,63,57,73,65,66,21.74,2
19,79,2300000,69,68,47,63,57,21.56,8
34,59,80000,60,68,72,62,57,22.53,6
34,68,450000,62,70,64,67,66,22.4,8
23,82,14500000,71,63,78,77,80,23.89,8
36,71,325000,69,60,76,69,70,24.15,8
21,79,2400000,65,77,60,62,66,22.13,2
25,67,725000,58,80,65,56,58,24.21,2
35,70,425000,67,50,70,73,69,22.74,8
30,68,1000000,65,84,63,66,65,22.76,6
24,76,2400000,68,78,56,62,66,23.04,1
28,66,775000,58,69,69,60,63,24.66,8
22,73,1500000,63,63,66,61,62,23.77,0
27,63,475000,61,64,73,57,60,22.64,6
22,77,1700000,67,74,49,65,68,22.99,0
31,78,9500000,70,54,77,80,76,23.37,6
34,75,1800000,68,57,93,72,70,25.7,6
22,78,3400000,66,44,66,67,69,22.15,8
26,73,1600000,70,62,81,68,68,23.59,8
20,76,925000,54,89,55,56,57,24.09,2
26,73,2500000,65,48,82,71,69,22.75,6
31,67,725000,65,40,87,65,61,23.03,5
20,78,825000,60,69,50,56,61,22.72,0
29,68,1000000,65,67,74,66,67,22.94,6
24,75,2200000,69,68,74,68,68,21.5,8
24,70,1100000,67,70,80,62,63,23.37,2
28,73,2200000,60,58,92,69,65,24.9,6
34,62,130000,65,70,66,61,61,21.91,8
29,75,3900000,65,62,76,76,78,21.45,8
25,75,2400000,58,56,73,71,69,22.79,8
24,75,2900000,69,48,75,74,71,24.64,2
22,79,2900000,64,55,75,70,68,22.07,8
31,64,425000,55,66,67,62,62,21.91,6
32,63,200000,58,84,66,61,64,22.39,8
26,65,625000,60,58,76,59,61,23.48,8
26,73,1800000,66,41,90,65,67,22.99,2
32,70,1000000,61,66,75,71,72,24.38,8
26,68,1200000,65,75,59,70,64,24.74,6
20,72,1000000,62,73,50,57,58,21.22,2
20,81,6000000,71,50,81,71,69,22.63,8
22,75,1800000,63,68,65,60,65,24.07,8
19,82,2100000,58,80,49,60,63,19.05,2
23,77,2500000,69,66,76,63,65,22.63,6
24,70,1100000,60,80,56,58,62,22.6,0
22,70,625000,64,56,74,58,63,23.63,8
30,64,500000,53,82,64,57,56,21.56,0
27,69,1300000,64,69,71,66,68,22.79,8
24,78,3300000,69,52,79,67,67,21.04,5
30,74,3500000,65,56,83,68,74,25.68,3
28,64,500000,60,62,84,61,60,21.79,8
21,70,850000,62,76,46,57,60,21.31,2
22,72,1300000,60,89,33,63,60,23.18,8
29,69,1100000,67,53,81,67,65,22.48,8
25,74,2300000,64,73,58,67,71,23.72,8
30,68,1000000,69,66,69,68,67,21.6,8
21,71,1100000,59,54,73,56,67,22.96,8
28,75,4000000,67,54,76,78,77,23.33,6
21,71,2000000,71,70,65,69,67,23.45,8
24,70,1000000,60,81,72,53,58,24.8,2
31,72,1600000,64,54,90,71,69,23.33,5
24,80,7500000,70,57,80,74,75,22.07,8
37,70,275000,62,46,72,70,72,23.2,8
25,73,2900000,65,42,79,68,78,23.74,8
28,62,350000,57,63,67,56,56,22.86,2
27,67,975000,68,63,73,70,62,20.88,8
31,66,575000,65,61,78,67,65,24.07,3
23,75,2300000,65,61,68,62,63,23.36,2
24,83,15000000,67,47,85,79,78,24.44,8
23,79,4400000,70,54,84,70,70,22.99,6
30,65,625000,56,58,59,59,59,22.22,2
25,70,950000,62,66,73,61,65,23.37,8
19,86,15000000,74,54,73,75,78,22.26,8
25,78,3400000,69,61,85,68,69,22.68,8
30,70,1400000,58,52,79,72,64,25.0,3
33,63,230000,55,72,83,63,63,22.49,6
22,71,1100000,58,67,66,58,62,22.28,8
26,79,11500000,69,55,76,82,77,23.27,5
25,78,13500000,71,51,93,77,75,24.38,3
25,67,825000,59,83,64,59,60,20.99,2
30,68,675000,61,65,87,63,68,25.62,7
20,75,1200000,63,75,59,57,59,21.72,8
25,87,40500000,78,32,93,80,82,26.04,8
24,75,2400000,62,50,78,74,72,22.71,6
27,71,1500000,60,63,82,70,66,24.78,6
24,68,675000,54,66,67,59,60,20.9,2
20,82,3700000,70,76,54,67,68,23.04,8
24,71,1500000,63,57,79,66,65,24.11,8
33,65,375000,60,68,61,61,62,22.1,2
29,71,1600000,65,51,79,71,73,24.11,8
26,66,850000,67,66,71,62,62,23.94,8
27,74,3100000,58,35,82,69,70,22.28,8
21,75,6000000,73,35,91,66,75,24.69,6
32,73,2000000,70,46,84,73,74,22.01,8
24,73,1600000,57,63,76,65,62,22.63,8
29,65,600000,63,62,81,63,63,22.5,6
28,82,24500000,69,56,85,81,80,25.15,8
29,73,2500000,73,52,70,73,70,22.88,3
30,64,500000,60,68,61,59,61,22.15,2
19,81,3100000,65,60,74,68,66,21.93,8
23,71,1200000,63,80,59,61,65,23.72,8
27,67,900000,55,65,72,60,68,22.84,8
22,70,875000,62,69,68,59,63,23.99,8
33,70,850000,52,73,75,68,67,23.89,6
21,78,2000000,60,72,69,60,62,27.77,2
29,70,1300000,61,33,92,68,61,24.16,8
33,66,400000,59,67,78,64,64,23.77,6
20,77,1800000,67,70,64,66,59,23.29,1
24,70,1300000,65,69,59,68,65,23.04,2
24,72,1600000,67,61,81,64,67,21.0,8
23,76,2200000,63,77,67,57,63,22.09,2
25,68,875000,66,58,70,67,68,22.45,6
29,62,350000,57,66,72,57,60,23.04,6
24,71,1300000,59,64,77,68,67,22.45,8
25,72,1700000,64,79,59,62,62,23.18,2
28,67,925000,62,76,68,67,66,25.43,8
22,77,2200000,62,71,64,60,57,19.79,8
21,77,1400000,64,67,67,60,64,22.4,3
20,82,2800000,67,78,56,64,63,21.5,8
22,74,1800000,65,62,72,65,65,21.74,8
31,67,450000,64,75,74,64,67,24.62,6
27,65,650000,57,67,77,63,64,21.13,8
32,70,1000000,67,38,90,69,65,22.82,8
30,72,1900000,65,55,85,77,74,23.37,6
21,72,1000000,55,78,66,57,57,21.5,2
28,64,525000,58,80,67,59,61,22.98,2
30,73,2500000,58,58,73,74,75,24.25,3
25,71,1500000,65,64,64,59,65,21.1,8
19,81,2700000,47,60,67,65,68,23.29,8
21,72,1400000,58,77,62,60,61,21.95,8
22,68,375000,60,67,74,64,59,22.99,2
26,75,2100000,63,37,77,73,69,24.25,8
26,65,525000,57,72,70,60,61,22.09,8
32,65,475000,59,42,85,66,62,22.84,8
28,73,2200000,72,58,74,73,74,23.41,6
21,73,1600000,64,81,64,59,63,24.11,8
25,71,700000,61,85,58,54,63,22.86,8
27,74,2100000,66,56,82,72,70,24.31,3
34,71,600000,72,54,70,71,73,22.31,8
19,83,3100000,66,65,75,75,71,21.79,8
30,67,875000,59,70,71,68,67,22.72,8
21,80,3900000,66,71,76,72,68,24.78,2
18,82,3000000,64,68,68,70,71,21.6,3
27,67,750000,64,44,83,62,59,24.33,8
26,65,525000,56,68,74,59,60,23.89,2
20,80,2000000,61,65,75,59,62,21.39,2
20,76,1800000,64,82,64,57,67,21.47,2
34,68,450000,63,70,66,70,72,23.3,3
24,78,3500000,67,60,64,67,71,24.77,8
34,65,250000,53,77,60,62,61,23.12,8
23,73,1500000,59,66,72,65,65,21.56,0
20,84,3000000,62,49,81,66,70,23.89,2
25,69,1000000,67,75,60,62,60,22.65,6
21,79,3400000,68,64,69,66,72,22.88,8
30,71,1500000,68,55,83,66,68,24.38,8
21,77,2200000,55,69,56,62,66,20.75,2
25,76,2200000,62,55,81,67,68,23.55,6
22,85,22000000,63,62,77,80,79,21.33,6
27,63,500000,65,61,91,56,53,21.9,8
29,66,725000,61,58,73,63,65,23.59,6
27,67,875000,64,58,85,61,61,21.93,8
28,69,1300000,66,61,57,63,70,25.31,2
33,77,5000000,69,37,84,76,78,23.52,8
28,72,1800000,62,34,81,67,71,22.01,5
22,68,675000,62,62,76,61,59,23.29,6
32,68,525000,63,63,72,64,67,23.67,1
27,71,1600000,62,74,74,70,69,22.74,3
36,61,80000,63,59,65,61,65,25.0,8
31,75,3800000,74,62,76,82,79,23.04,6
24,76,2400000,64,61,71,69,69,20.53,8
21,78,2000000,62,68,76,64,62,22.78,8
23,80,4900000,68,64,77,72,73,20.56,6
32,70,1000000,70,55,81,72,67,22.35,8
29,69,1200000,61,65,82,72,69,25.11,8
19,79,1900000,60,73,56,53,64,23.53,8
27,72,2300000,69,56,73,73,70,23.92,8
35,64,150000,61,64,73,62,61,24.69,8
19,78,1600000,60,75,61,62,59,21.78,2
30,78,11500000,72,62,88,77,82,23.77,6
30,69,1100000,64,58,82,69,69,23.82,8
27,67,675000,63,52,85,62,59,24.64,8
23,85,15500000,76,55,74,78,78,22.5,8
34,72,750000,64,53,82,68,72,22.84,5
24,76,2600000,64,71,83,70,65,23.96,6
33,66,400000,63,53,81,69,58,24.84,3
23,75,2200000,66,50,76,68,66,20.72,8
26,76,3500000,66,54,78,72,74,21.79,3
22,73,1500000,63,68,57,64,62,21.98,2
25,71,1400000,68,59,73,67,65,22.1,6
28,70,1300000,62,64,72,72,71,24.64,1
31,68,875000,67,70,64,70,66,23.62,0
20,77,1800000,61,85,50,62,66,20.62,8
27,71,1600000,67,81,63,75,70,24.03,2
35,68,210000,61,73,63,71,65,21.22,5
24,77,3200000,70,72,74,74,71,23.55,8
35,62,110000,62,68,68,62,62,21.04,5
25,72,1600000,63,60,72,67,67,23.92,8
22,74,1300000,61,43,65,56,58,22.72,8
21,82,6500000,74,41,77,75,74,22.82,6
32,75,3600000,66,51,82,75,73,22.79,5
23,72,675000,59,70,75,65,63,23.08,8
21,80,3300000,64,64,71,71,72,19.66,8
27,78,6500000,70,57,80,72,73,23.16,6
31,72,1600000,65,57,87,66,72,24.28,6
26,69,1200000,67,56,77,69,68,21.28,2
21,75,1300000,64,61,56,58,63,22.1,8
26,71,1500000,65,74,61,53,64,22.84,6
21,75,1100000,56,60,60,57,57,19.11,8
26,71,1500000,64,51,71,64,66,23.15,6
27,68,1100000,62,51,66,66,64,20.23,0
27,73,1800000,58,67,67,72,72,21.93,3
31,73,3000000,68,56,76,76,70,21.97,8
29,67,900000,73,56,71,65,71,24.02,8
21,79,2400000,62,78,59,65,64,22.98,6
26,80,7500000,73,57,76,76,73,20.56,8
26,65,550000,61,67,62,62,61,21.37,8
23,74,1900000,64,64,76,67,69,23.2,8
31,76,5000000,72,34,90,79,74,22.52,8
25,67,500000,51,64,59,62,60,23.89,8
23,82,8500000,72,60,85,74,74,24.02,6
22,74,1200000,57,70,63,67,67,21.53,0
30,60,150000,59,71,76,68,57,23.85,8
23,83,11500000,69,45,87,74,72,22.52,6
26,73,1700000,62,64,79,66,66,21.04,6
22,73,1500000,60,70,64,56,61,23.51,8
19,83,2500000,64,61,71,63,67,21.73,6
31,66,625000,63,60,73,61,61,24.03,0
25,75,2200000,68,53,78,70,66,22.88,6
25,63,275000,51,69,63,53,55,25.08,8
27,77,6000000,75,55,81,74,76,23.33,6
24,79,6000000,67,46,91,75,71,26.87,3
30,65,625000,60,74,64,59,60,22.72,2
31,74,2900000,70,31,87,72,73,23.06,6
18,79,1900000,62,60,66,58,66,23.25,8
26,68,1100000,60,71,62,62,67,22.53,2
24,81,8000000,70,48,77,79,74,21.38,8
29,76,5000000,73,65,89,72,73,26.02,8
31,73,2100000,67,30,90,67,70,24.47,5
19,82,2100000,64,55,69,59,64,20.83,2
20,74,1200000,65,56,82,61,61,23.37,8
22,76,1800000,57,75,57,62,61,21.95,8
34,70,675000,68,65,78,71,65,23.29,3
24,71,1100000,63,73,61,58,62,21.95,8
27,70,1400000,69,65,86,67,70,22.55,8
35,73,800000,66,56,69,76,72,24.22,6
23,76,1800000,60,56,76,65,64,21.93,8
24,74,1800000,65,63,77,66,68,24.31,8
21,78,2600000,60,72,64,64,66,21.3,2
30,81,13000000,68,48,80,86,80,22.63,3
24,77,2700000,66,65,73,71,71,23.85,8
29,65,625000,65,60,60,61,60,23.29,8
20,84,6000000,66,56,80,71,72,21.66,2
20,77,2500000,57,73,65,60,65,22.86,8
26,77,6000000,71,69,77,78,77,23.33,6
31,75,3800000,66,33,91,72,70,25.23,3
21,80,3400000,67,86,62,65,67,23.81,2
30,75,4600000,67,29,86,74,73,22.85,8
29,75,4700000,72,61,80,77,76,20.65,8
24,74,2000000,65,77,59,66,70,23.57,8
23,77,2700000,65,42,90,71,70,24.18,8
29,74,3500000,72,48,75,74,68,24.78,6
25,68,450000,60,56,83,60,61,21.48,6
21,70,1600000,61,43,86,67,67,24.05,8
21,75,950000,58,86,58,58,52,23.81,2
34,72,750000,67,34,84,71,71,22.4,5
26,71,1400000,68,59,79,65,70,23.25,8
23,78,2900000,61,59,74,69,70,22.89,6
25,72,1600000,63,57,76,67,63,24.25,8
27,71,1500000,66,69,69,65,70,20.9,3
22,72,1000000,59,83,58,53,63,22.65,8
27,66,625000,61,68,80,62,62,25.62,6
27,74,2100000,66,36,82,70,66,22.71,8
26,64,525000,61,50,61,61,52,22.68,2
