Age,Potential,Value,Crossing,ShortPassing,Dribbling,LongPassing,BallControl,SprintSpeed,LongShots,Aggression,Vision,BMI,Work Rate_NUM
22,72,700000,49,61,55,59,59,64,57,62,58,20.98,8
23,72,1400000,46,67,55,64,62,64,52,75,58,22.94,8
22,72,1600000,52,55,73,49,67,92,57,47,55,20.55,1
27,61,250000,53,64,59,62,62,57,52,57,59,21.38,2
22,72,1500000,56,60,72,53,67,71,53,54,60,22.86,8
24,72,1700000,62,70,71,64,73,79,53,45,71,24.16,1
18,82,1500000,58,60,68,53,65,74,60,46,58,22.66,8
20,76,1200000,46,66,65,62,67,69,58,58,64,22.91,8
23,69,725000,54,64,63,63,65,63,48,49,64,23.37,8
24,64,350000,49,64,58,61,61,66,47,64,57,23.15,8
21,73,1000000,51,62,57,61,63,62,38,56,61,21.6,8
30,70,1500000,65,64,74,54,76,83,63,38,66,22.06,2
21,72,900000,56,59,59,56,57,78,45,57,58,19.32,8
19,74,575000,56,65,61,59,66,63,47,48,63,23.15,8
24,66,400000,53,60,60,58,61,72,59,42,59,21.91,2
21,75,750000,46,56,55,61,64,58,60,56,48,24.57,8
25,66,725000,58,55,66,51,62,93,63,40,49,23.15,2
19,79,1600000,45,69,60,65,64,66,46,74,64,22.69,8
21,72,900000,53,69,59,62,64,56,50,62,60,24.22,8
34,64,200000,53,63,56,60,59,41,41,69,56,24.38,6
22,73,1700000,46,69,59,61,71,67,32,69,52,22.72,8
25,68,1200000,67,59,73,59,71,73,64,38,70,22.02,7
30,65,700000,61,59,63,49,64,90,56,40,57,24.11,7
19,78,850000,47,62,64,59,61,72,55,57,56,22.22,8
22,70,950000,59,59,64,55,63,81,63,40,59,24.26,0
21,72,900000,49,63,63,60,66,36,54,71,61,22.79,6
24,70,925000,62,64,66,47,63,82,62,64,64,22.23,2
20,78,825000,42,62,59,61,57,72,52,67,53,23.3,0
29,62,400000,57,57,63,42,61,71,63,48,60,22.84,2
31,58,170000,58,57,57,54,58,68,57,44,56,26.12,7
22,72,1500000,60,61,66,43,65,78,53,44,56,22.47,8
20,78,1000000,56,64,63,59,61,75,55,51,66,22.5,2
21,72,725000,49,64,63,59,64,67,59,55,60,20.31,8
23,66,375000,63,63,68,52,63,70,40,43,54,21.53,2
21,71,725000,57,66,59,64,63,65,58,71,60,21.72,8
31,61,190000,62,61,58,62,60,61,55,66,65,20.75,5
23,71,1200000,45,70,58,61,69,59,58,60,67,21.1,5
23,73,1700000,58,62,77,57,73,82,50,49,59,24.03,2
30,67,975000,62,63,70,56,66,89,52,36,58,23.39,8
23,71,1100000,62,61,64,57,64,82,63,41,61,23.39,2
20,73,875000,45,67,59,63,63,68,51,53,62,22.02,8
29,65,700000,60,64,67,50,65,70,65,33,61,21.1,7
23,70,925000,57,63,67,50,67,68,54,50,60,21.51,8
24,72,1400000,64,68,70,64,65,68,67,47,63,23.39,8
32,62,325000,67,66,62,64,64,40,64,63,71,23.26,7
28,67,1000000,69,63,70,52,67,81,62,38,61,24.17,2
21,78,3600000,63,66,75,51,74,82,50,55,63,21.53,8
22,80,3000000,51,64,73,51,69,89,52,37,63,26.12,2
23,74,2100000,69,62,77,49,68,85,66,31,64,21.31,1
28,62,300000,59,57,60,53,57,78,55,52,59,26.45,7
23,70,1100000,55,68,57,66,64,43,61,62,68,23.89,5
24,70,1100000,62,65,67,58,66,66,52,55,61,23.39,2
25,67,775000,54,58,64,59,62,80,56,37,55,20.9,6
20,79,1700000,58,60,66,46,64,81,52,56,58,21.15,7
18,81,2000000,54,70,72,65,71,66,48,40,64,20.05,8
20,75,925000,59,61,59,51,62,79,54,40,54,21.8,2
21,73,1300000,55,55,64,48,62,89,48,60,54,24.09,2
20,76,900000,51,62,57,59,61,63,46,66,55,23.37,8
20,84,5500000,50,70,73,67,72,75,72,33,75,24.45,8
21,80,2500000,63,60,75,55,70,83,46,35,59,22.47,2
21,73,800000,58,67,63,66,62,61,59,48,61,24.21,8
22,72,1300000,55,59,66,55,64,83,68,58,62,24.49,7
28,61,300000,52,61,57,59,59,61,45,62,47,22.94,6
20,77,1400000,48,69,63,66,67,54,41,50,66,20.45,8
20,76,1400000,60,67,69,57,70,67,58,49,61,22.2,8
21,81,3000000,58,69,76,58,77,70,56,38,73,22.41,0
28,65,550000,53,49,71,48,64,89,59,34,53,21.39,1
21,77,1800000,55,74,72,69,70,68,53,45,66,22.59,8
23,73,1700000,62,61,69,50,70,79,62,39,60,24.98,8
24,72,1900000,72,69,77,54,72,71,56,44,60,23.89,8
30,66,625000,59,68,70,48,72,69,62,40,66,20.28,2
19,82,1900000,52,62,65,46,69,69,63,38,60,23.15,2
31,66,700000,67,68,66,68,71,57,65,43,72,23.42,7
29,69,1200000,44,69,58,67,64,50,48,70,64,22.53,3
20,80,1900000,47,72,60,65,67,60,41,65,60,23.15,8
26,68,775000,62,68,68,62,70,57,62,52,65,22.41,8
20,80,1700000,53,56,72,50,70,88,53,50,55,21.89,2
22,72,1100000,54,59,62,48,60,90,53,61,54,24.16,8
20,70,725000,42,63,63,61,62,71,54,59,61,20.76,6
27,70,1700000,65,67,74,50,72,90,48,35,62,24.06,8
21,80,2500000,66,65,74,64,73,64,59,31,58,23.37,8
23,68,650000,63,66,66,60,68,68,59,52,60,21.22,2
20,71,550000,43,69,52,60,63,69,56,69,56,22.4,8
28,64,525000,47,64,58,61,61,52,45,68,58,20.9,6
20,79,3300000,46,69,63,64,67,53,40,66,63,22.53,6
20,78,1300000,46,67,60,65,63,65,45,67,63,22.15,8
21,77,1800000,48,64,63,59,65,69,29,73,59,23.37,6
21,76,1900000,59,62,73,38,73,82,63,50,43,20.91,8
20,72,375000,57,61,61,59,60,72,55,54,59,20.24,1
21,69,825000,61,63,67,46,60,83,54,63,59,24.16,8
19,82,5000000,74,71,75,57,73,81,60,31,72,21.8,8
22,73,1900000,59,64,72,46,69,86,55,58,59,21.97,7
20,73,775000,57,68,62,61,66,64,48,65,58,21.33,8
19,79,1200000,52,70,66,67,63,63,41,63,63,20.9,8
20,73,500000,59,60,58,63,60,63,43,62,55,23.12,8
21,74,1100000,58,59,64,58,63,79,54,56,58,22.41,8
20,69,350000,51,63,58,60,60,66,50,62,50,24.54,7
22,75,1600000,55,70,61,62,67,61,57,73,70,24.49,8
25,69,900000,49,64,55,64,62,59,39,61,62,22.02,3
23,67,700000,56,65,62,57,65,72,53,57,58,23.26,2
23,71,1100000,55,68,66,55,65,74,59,32,62,21.91,8
23,73,1600000,65,69,66,65,66,80,56,56,65,23.12,8
20,81,2900000,57,65,73,58,68,89,53,52,56,20.52,2
23,71,1100000,59,55,70,55,60,85,56,60,59,21.74,2
19,82,1500000,53,66,66,64,65,72,66,51,67,21.39,2
20,75,1200000,40,65,72,63,69,64,49,60,63,21.6,8
21,71,900000,48,68,69,69,71,63,46,48,65,21.55,8
24,65,400000,50,62,57,60,59,72,51,57,58,22.34,8
23,72,1400000,65,60,66,57,65,71,53,57,55,22.59,8
22,76,2300000,65,64,72,59,71,76,64,43,63,21.01,7
22,76,1800000,53,71,57,65,58,64,44,74,52,23.3,6
22,78,3600000,64,66,72,57,71,94,49,38,67,23.39,2
26,65,700000,52,63,72,39,71,60,51,51,58,23.88,2
20,82,2200000,60,57,74,52,68,80,55,48,60,22.72,2
21,73,900000,57,58,62,54,62,75,57,42,60,20.52,1
19,78,1100000,53,66,64,70,67,54,43,39,69,24.33,8
22,77,2700000,62,58,70,47,65,92,44,52,60,20.45,1
22,70,975000,52,65,64,59,64,74,46,49,58,22.86,2
18,86,4000000,60,66,77,63,76,75,56,38,67,22.15,2
18,84,1300000,59,63,64,60,62,69,50,70,62,21.13,2
22,74,1600000,59,60,65,56,67,79,62,45,67,22.47,2
22,68,500000,49,62,57,60,59,65,54,55,60,21.33,8
23,72,1400000,58,60,72,53,68,92,55,42,60,23.31,8
20,71,550000,53,66,61,61,60,67,47,67,63,22.23,8
21,70,975000,48,65,70,59,68,65,53,64,68,22.92,7
22,68,750000,53,60,67,49,62,82,57,47,57,22.34,7
20,83,3400000,59,69,75,66,74,71,57,47,70,20.81,8
22,73,900000,51,66,69,65,68,63,55,61,64,22.53,8
24,72,1400000,58,62,73,49,70,71,57,56,64,23.62,2
25,73,3000000,57,71,42,70,53,56,45,83,52,24.67,8
22,70,1100000,53,61,68,56,70,70,63,38,62,24.02,2
34,57,80000,51,59,53,58,57,53,60,55,58,24.38,0
23,68,725000,54,64,63,62,64,61,57,47,65,22.47,2
18,83,1800000,63,65,72,61,72,74,58,46,61,21.38,0
24,71,1200000,42,67,67,61,62,67,50,76,62,22.71,6
19,78,1100000,51,63,65,60,64,70,56,53,61,21.04,8
21,76,1600000,63,64,68,59,66,76,49,48,57,21.6,8
27,66,725000,58,66,60,67,57,68,38,65,42,23.41,8
25,64,575000,56,60,63,49,61,73,60,39,57,22.09,8
23,70,925000,60,58,69,54,68,87,50,42,54,22.04,7
22,74,1600000,61,60,69,47,66,87,55,51,51,24.91,8
19,79,1000000,61,69,64,67,66,65,58,42,52,22.59,8
20,74,1300000,65,65,63,62,65,74,63,42,62,21.8,1
25,62,240000,51,60,57,58,59,69,52,55,57,22.09,8
32,64,475000,55,65,68,59,69,83,64,49,58,21.6,8
24,63,325000,56,53,60,45,59,84,53,45,53,22.09,2
19,79,650000,57,69,60,66,65,65,45,46,62,21.46,8
29,61,250000,54,55,63,45,60,80,55,44,55,22.53,0
24,66,475000,52,61,61,60,61,67,61,44,60,23.3,8
23,75,2200000,64,66,71,45,68,86,53,34,64,20.09,2
29,64,575000,61,62,61,57,61,86,62,33,61,20.81,2
23,75,1500000,58,72,55,68,65,65,46,63,60,21.91,8
21,70,550000,49,64,60,62,63,70,46,48,59,22.86,2
20,78,1700000,59,63,65,61,66,81,53,45,62,20.76,8
24,66,500000,44,65,59,63,62,68,55,51,58,23.41,6
21,71,1500000,65,64,70,42,69,71,68,48,59,22.57,1
29,68,1200000,64,64,67,57,62,90,49,39,63,23.63,2
29,64,450000,64,60,68,54,63,80,51,58,51,24.93,8
22,80,4200000,62,68,78,57,75,76,66,29,69,21.8,7
24,69,1100000,63,65,67,57,69,75,30,56,60,22.39,2
26,67,700000,52,64,55,62,60,40,50,63,60,18.41,6
21,76,1400000,66,65,66,62,67,61,58,40,64,22.72,1
26,70,1600000,54,64,77,55,73,82,42,56,54,21.72,8
26,63,325000,56,68,61,68,61,65,42,65,52,24.22,8
21,70,450000,63,65,64,55,63,66,47,39,55,22.22,8
20,77,650000,54,66,60,63,62,63,43,54,61,24.61,8
19,76,1300000,46,65,62,59,63,68,42,66,57,22.1,8
25,71,1600000,60,66,68,57,65,90,39,48,65,22.31,8
23,69,800000,56,63,63,55,63,75,57,45,56,21.41,8
20,74,1000000,61,71,59,72,65,61,42,57,67,18.79,8
28,63,500000,60,62,67,48,62,84,60,48,51,23.55,1
19,74,975000,48,65,61,60,65,59,49,70,62,21.33,8
20,78,2200000,63,63,68,62,67,85,61,33,57,20.69,8
20,80,2100000,66,61,67,69,63,80,60,55,64,21.63,8
21,72,600000,45,69,59,65,65,73,52,60,60,27.47,2
20,69,550000,52,64,62,55,61,65,45,46,64,21.88,2
25,66,625000,61,70,68,71,66,69,56,57,65,22.69,2
25,66,625000,62,58,60,54,62,83,59,30,55,21.5,8
21,75,1900000,54,65,70,58,71,77,54,39,60,23.39,8
24,69,1200000,61,69,70,55,68,74,54,34,69,20.8,7
22,72,1300000,59,61,68,54,64,76,51,58,60,22.41,8
27,62,425000,53,53,65,41,62,91,53,60,55,24.22,2
23,76,2800000,69,68,72,60,68,75,68,45,67,22.99,8
23,72,1100000,47,70,67,74,67,69,52,47,65,23.18,2
32,62,170000,56,64,61,60,62,54,39,65,60,22.02,8
25,68,1200000,62,63,68,54,66,80,52,32,58,23.24,2
20,76,950000,60,58,63,54,67,74,49,51,53,22.59,8
22,70,900000,62,58,66,56,65,75,54,45,50,24.34,2
20,80,1600000,42,71,54,64,59,62,48,70,55,25.88,8
25,67,775000,58,64,62,56,63,74,55,42,60,22.66,7
22,71,900000,64,65,63,60,62,74,53,56,66,23.57,0
33,64,375000,59,64,67,51,65,69,60,60,58,23.24,2
22,73,1100000,52,68,60,63,66,51,53,61,64,22.35,6
24,71,1300000,64,65,74,58,72,61,70,39,65,23.12,1
28,62,400000,63,61,68,60,65,70,55,53,60,24.51,8
19,74,575000,49,70,60,66,62,61,44,45,63,22.99,8
21,75,925000,45,65,62,59,66,68,36,63,49,21.95,8
30,62,375000,36,63,57,61,60,41,54,59,60,25.56,6
21,76,2300000,60,62,74,55,69,79,53,33,60,22.4,1
30,65,700000,61,63,67,57,66,72,57,70,61,23.84,8
25,66,550000,62,64,63,59,67,71,51,58,49,22.84,7
25,66,625000,52,64,66,54,65,76,62,47,65,21.16,2
18,77,925000,44,64,66,62,65,63,49,73,64,21.22,8
26,70,1700000,62,66,74,59,71,82,43,40,70,23.15,2
19,71,350000,42,67,66,60,67,63,54,55,65,20.9,0
32,64,350000,64,60,62,57,63,72,54,40,60,21.55,8
19,70,525000,43,64,59,62,60,74,53,53,61,22.72,8
20,76,1900000,58,59,65,53,63,85,61,38,61,22.1,8
24,67,600000,53,67,66,66,67,69,56,47,58,22.6,8
21,79,2700000,58,64,75,48,69,87,57,30,67,20.37,1
26,61,350000,53,65,63,53,64,62,51,66,64,22.01,8
19,77,1100000,61,68,65,62,70,65,53,58,65,21.55,2
29,69,1400000,73,60,72,56,65,84,59,37,62,23.39,1
32,68,800000,52,69,49,68,62,40,43,70,60,23.2,3
29,57,160000,49,64,62,62,60,69,58,58,55,21.55,8
19,78,850000,51,67,63,61,61,65,55,43,57,21.16,8
29,64,575000,62,60,62,54,64,77,56,48,59,22.26,0
18,73,525000,56,58,68,53,66,68,53,61,51,18.67,8
30,60,240000,59,55,58,56,54,80,55,64,54,23.81,8
23,65,550000,55,62,65,55,65,67,54,50,55,21.62,2
20,74,900000,50,66,62,60,65,62,42,71,47,23.26,8
22,66,450000,56,57,57,53,56,75,52,60,56,22.41,8
20,70,500000,42,65,57,62,64,67,47,56,51,24.11,8
25,67,675000,52,63,70,53,65,77,54,46,61,22.65,7
20,77,950000,57,61,70,55,71,71,50,43,63,22.2,2
24,71,1600000,62,63,71,57,68,85,51,38,65,22.57,0
20,73,1000000,49,72,62,72,67,59,64,39,64,19.79,8
31,68,1000000,67,68,68,65,70,79,54,29,67,23.53,8
24,68,650000,51,69,60,64,61,75,60,62,62,19.69,8
32,63,275000,65,61,64,51,66,63,65,54,52,22.84,2
23,73,1500000,63,63,68,58,66,76,60,59,58,23.2,2
22,77,2300000,41,66,64,63,70,58,66,63,70,22.26,8
19,85,2700000,53,67,78,49,69,85,62,62,61,20.76,8
25,69,1100000,59,64,72,52,68,72,54,44,66,21.71,8
21,75,975000,49,67,64,64,69,63,39,61,64,18.72,8
28,59,230000,60,58,60,57,61,62,55,61,60,24.06,8
25,63,475000,55,55,61,48,58,88,46,35,49,21.88,2
25,63,350000,60,61,60,58,61,68,58,40,52,25.14,8
21,74,1200000,42,69,65,64,68,55,45,65,52,20.78,5
22,74,1600000,61,64,71,60,68,77,59,36,58,20.9,7
19,75,575000,39,61,65,59,62,74,59,61,61,22.65,0
28,66,850000,54,64,68,48,67,67,65,36,66,23.84,8
20,81,2500000,62,62,73,51,69,79,62,54,63,20.45,2
25,69,1100000,48,63,70,55,72,74,58,32,60,20.11,7
20,79,1100000,55,62,64,57,64,69,60,50,60,22.99,8
21,73,1100000,63,65,66,62,63,78,55,44,61,21.71,8
30,68,1200000,65,64,71,55,70,75,64,56,66,25.95,8
35,64,240000,69,66,66,65,65,53,64,53,66,23.51,8
20,73,600000,55,55,62,41,57,86,44,67,51,21.6,6
19,80,2000000,60,70,71,64,68,64,64,52,64,19.94,7
21,73,1600000,59,55,65,46,64,88,49,46,52,21.72,8
20,71,1000000,40,66,63,61,67,63,41,66,61,19.62,0
24,66,575000,61,60,63,55,62,68,56,46,59,22.92,7
24,67,800000,63,63,67,53,63,80,53,48,60,22.72,8
24,71,1300000,53,76,68,71,73,61,45,31,72,22.78,8
22,76,2800000,58,66,72,51,70,80,65,33,61,20.83,2
21,75,1200000,59,62,68,59,65,71,61,54,60,21.97,7
18,85,3100000,54,59,74,51,72,79,59,40,57,24.06,2
24,68,725000,52,61,66,57,64,77,65,27,59,22.02,7
20,75,1200000,58,65,68,54,66,70,44,32,50,23.62,8
28,64,600000,61,60,63,50,62,80,62,54,58,20.83,1
24,67,800000,60,60,64,53,63,86,57,61,60,25.14,2
24,72,1500000,64,63,66,57,65,91,61,44,63,20.99,8
28,65,725000,63,59,64,55,62,83,59,51,60,22.72,6
22,76,2700000,57,58,82,47,80,78,62,37,56,22.69,7
23,69,750000,57,66,63,63,64,80,44,43,55,24.58,7
24,70,1100000,53,62,71,47,66,82,51,40,58,22.99,8
29,71,1600000,37,71,59,71,70,28,64,74,67,23.12,6
28,63,475000,65,64,67,59,66,67,46,39,66,22.72,8
29,61,325000,59,58,61,50,61,72,57,60,58,23.57,2
24,63,300000,43,63,58,60,58,63,56,68,58,23.36,8
29,67,1000000,66,69,70,66,66,64,60,26,70,25.56,2
20,77,1200000,55,64,67,50,65,75,60,55,55,22.4,2
18,79,1000000,57,55,67,50,62,75,47,38,54,21.47,2
19,75,575000,53,66,68,62,67,64,40,61,60,20.52,8
23,68,650000,43,64,60,62,63,68,52,54,61,22.72,8
31,72,1600000,41,66,50,62,62,38,45,87,60,23.37,6
21,73,600000,44,62,58,68,64,66,52,65,63,23.62,8
21,74,600000,48,65,64,58,66,65,46,46,58,23.62,8
19,76,775000,51,68,60,67,65,65,50,64,53,21.47,8
18,78,1000000,55,72,65,72,69,60,45,42,64,19.82,8
21,70,550000,40,65,62,63,65,67,45,60,60,21.91,8
24,75,3200000,72,72,80,67,78,74,61,32,67,22.05,8
20,74,775000,45,67,62,62,66,66,36,44,59,19.59,6
22,72,675000,61,60,71,51,68,70,62,72,54,21.36,0
21,78,1800000,60,62,65,56,61,80,39,64,60,21.63,2
21,75,1900000,57,70,70,52,72,66,66,34,67,21.22,1
27,63,500000,66,61,65,48,64,70,50,43,59,24.06,7
30,67,975000,65,65,70,55,67,70,62,36,68,25.86,2
22,73,1600000,51,74,74,67,74,68,47,34,63,22.1,8
19,77,1100000,58,66,73,60,72,64,46,51,58,24.49,8
20,74,600000,49,69,63,68,60,67,45,49,57,23.23,2
22,72,1500000,60,67,71,65,68,83,48,49,55,24.3,8
20,75,950000,52,65,62,67,67,53,56,61,57,21.46,2
19,74,775000,44,71,64,57,63,73,42,57,60,21.01,6
22,71,900000,57,62,63,60,67,72,57,54,61,21.6,2
21,80,1800000,56,59,72,52,67,80,50,51,63,20.15,8
24,66,650000,57,52,63,39,60,93,53,58,52,22.72,8
18,83,1800000,65,56,72,50,67,76,50,38,62,21.51,2
22,72,1300000,62,56,69,48,67,80,65,39,49,23.66,7
19,68,475000,56,52,59,46,61,74,46,50,44,23.04,8
22,76,1600000,56,68,69,64,74,65,52,52,66,22.31,8
23,71,1000000,50,71,60,66,67,61,36,64,54,24.9,6
24,61,300000,53,58,57,50,59,91,65,53,47,23.84,8
21,80,3600000,63,75,72,70,73,62,76,35,71,21.85,8
20,72,1000000,47,70,64,68,71,67,46,48,59,24.21,8
36,63,160000,65,65,66,61,64,47,62,62,65,23.36,8
22,78,1600000,68,67,72,55,70,67,63,33,65,22.76,8
27,61,350000,57,59,62,54,60,78,59,43,59,20.16,8
21,74,975000,56,62,64,61,67,63,58,38,64,24.39,8
19,83,2600000,55,65,80,62,72,74,59,51,63,23.55,8
19,75,1500000,62,64,69,59,67,77,52,50,61,22.34,8
25,68,950000,62,61,62,50,65,90,53,47,57,21.15,2
20,75,1600000,65,68,69,68,68,75,57,65,60,22.53,8
19,80,1700000,61,60,68,47,66,81,60,42,59,21.6,2
18,77,550000,47,66,58,57,60,70,45,68,48,20.66,8
22,77,2700000,60,66,74,56,73,74,52,48,62,21.89,2
21,76,1800000,48,68,57,64,62,56,38,74,62,20.99,6
21,78,2700000,62,63,71,39,68,86,60,62,61,21.6,2
25,70,1300000,61,60,66,56,66,84,60,32,61,21.6,8
24,66,575000,58,57,62,52,61,83,56,40,56,23.18,7
22,69,450000,45,60,60,58,57,67,44,74,58,22.75,8
20,80,1700000,55,60,75,51,72,73,67,34,58,21.15,8
19,76,775000,47,68,62,69,64,53,46,63,59,20.01,8
24,69,750000,51,73,64,71,70,43,45,37,68,21.6,8
22,68,500000,45,64,60,61,63,61,49,60,57,23.2,8
17,80,1200000,55,62,71,57,67,68,54,51,64,20.8,8
19,76,625000,45,68,63,61,64,62,51,54,56,22.39,8
25,69,900000,46,65,59,61,63,55,46,74,55,23.59,5
21,68,550000,58,69,62,65,60,67,53,45,64,19.43,2
26,64,575000,57,62,64,59,62,73,50,45,57,19.92,8
19,77,1700000,57,64,70,56,67,74,58,45,59,21.61,2
21,73,800000,39,68,62,63,64,64,44,72,56,22.4,6
26,66,500000,54,63,56,62,58,51,58,70,50,22.89,8
28,66,575000,51,64,62,60,65,34,49,86,57,22.62,8
22,66,325000,50,71,66,66,64,63,44,51,64,21.91,8
33,62,250000,65,58,65,50,63,65,64,45,63,25.06,2
22,74,1900000,64,62,67,53,67,80,53,52,60,22.84,7
26,63,475000,58,55,62,46,60,92,52,60,58,22.28,8
22,78,2200000,56,70,63,66,67,44,47,61,66,22.5,8
28,67,1000000,50,72,67,65,68,63,72,35,68,25.43,2
27,65,750000,56,59,68,53,67,80,60,48,62,21.72,8
24,74,1900000,65,62,73,58,70,80,45,27,58,23.31,2
21,75,1900000,60,70,67,67,70,64,60,54,68,22.64,8
21,74,800000,54,64,63,65,65,66,56,45,62,21.38,2
23,69,775000,56,58,63,46,62,82,60,40,58,21.78,2
23,73,1600000,62,74,68,70,73,34,71,77,69,22.69,8
18,77,925000,47,71,60,62,62,68,51,61,57,20.02,8
21,73,1600000,65,65,71,48,68,76,44,33,66,22.91,8
24,70,850000,38,66,63,66,67,45,63,62,59,22.4,3
19,80,2900000,59,62,70,47,68,88,58,34,60,21.14,1
22,71,1100000,62,64,70,56,70,64,56,44,64,21.22,2
28,62,400000,61,63,61,59,56,70,60,41,64,24.16,4
23,72,1400000,59,54,65,48,66,83,60,55,59,20.29,8
19,80,2400000,60,68,73,44,70,82,47,40,56,22.53,8
18,72,575000,51,60,61,52,63,76,58,52,54,22.09,2
20,70,500000,48,64,60,60,61,67,48,61,59,22.92,8
21,76,1200000,48,70,62,68,65,65,36,59,64,20.53,8
17,84,1500000,53,68,68,67,68,63,34,58,64,20.9,2
21,78,2100000,64,63,71,56,68,75,64,45,64,22.98,8
20,73,825000,36,59,66,57,69,51,59,65,56,21.68,6
23,74,2000000,62,59,70,41,66,87,53,41,63,20.75,1
29,67,875000,59,69,47,71,57,54,31,63,54,26.42,8
19,78,1700000,62,65,73,53,66,75,56,48,59,21.22,1
20,82,2200000,66,57,62,59,64,90,62,52,68,20.8,2
21,74,1100000,58,63,65,58,63,75,29,70,57,22.15,6
28,67,1000000,68,68,71,60,66,73,58,50,55,22.84,6
22,67,500000,60,56,61,54,60,71,59,34,56,21.67,7
22,75,1300000,66,72,59,75,62,77,52,45,69,21.88,8
19,75,575000,56,68,65,64,67,57,45,44,60,23.04,8
20,80,2500000,66,64,73,51,69,74,58,42,59,22.59,7
22,73,1900000,60,60,70,46,70,92,45,38,56,25.26,2
22,70,725000,54,63,63,52,65,67,50,43,61,23.12,7
25,75,2100000,22,67,59,67,65,68,36,76,54,23.7,8
21,73,800000,45,70,57,62,68,56,42,65,64,22.21,8
25,68,1100000,63,63,65,46,68,82,59,60,52,24.84,8
27,64,625000,63,62,68,53,65,74,60,46,58,20.31,8
22,76,2300000,70,67,75,60,66,73,65,20,48,19.69,1
19,76,1100000,62,63,65,56,67,73,57,47,58,22.66,8
26,67,775000,59,66,69,61,68,59,65,27,63,23.04,8
22,76,1900000,65,64,68,52,70,75,60,32,66,21.95,8
23,72,1500000,56,68,72,50,70,85,58,38,63,21.22,2
23,74,1900000,35,67,41,63,69,59,29,59,59,22.35,2
21,76,1600000,60,47,68,36,70,84,52,40,62,23.26,2
18,76,1100000,64,63,68,57,64,67,55,45,62,22.2,2
20,72,500000,48,62,63,54,62,65,48,41,61,21.2,2
19,74,500000,45,67,55,64,52,65,42,58,58,22.2,0
18,72,475000,50,63,58,59,61,54,53,62,54,21.56,8
20,78,2100000,63,63,65,57,66,83,55,41,56,22.49,8
39,58,70000,68,63,61,66,62,31,52,64,59,23.39,2
27,64,625000,62,68,68,62,65,57,60,55,61,21.8,8
27,67,1100000,64,67,73,49,73,75,58,51,61,21.37,1
20,73,400000,50,61,59,56,57,65,50,63,56,20.37,8
27,63,525000,49,63,62,51,62,76,58,35,62,23.67,0
22,70,900000,46,64,60,57,64,70,53,42,60,22.64,0
32,58,160000,63,61,55,63,57,63,56,52,62,23.81,8
22,73,700000,55,64,70,55,67,79,60,34,55,22.84,8
27,67,1100000,65,61,73,55,66,87,47,48,55,20.52,8
25,70,975000,63,62,55,63,65,54,34,65,52,21.63,6
29,65,600000,52,66,54,64,62,51,50,60,58,23.55,8
20,72,875000,48,63,68,64,69,68,46,51,65,21.55,8
22,77,1400000,66,66,72,61,64,90,48,38,69,21.45,0
23,71,1100000,58,60,64,53,64,76,51,51,54,21.85,8
24,67,800000,58,60,65,46,62,79,43,45,59,23.15,8
20,72,375000,54,60,58,58,56,66,52,53,57,20.83,6
23,71,1100000,59,67,72,57,70,68,45,44,72,20.52,7
24,71,1100000,68,67,63,54,60,77,62,31,55,22.41,2
21,77,1800000,62,64,71,57,70,71,61,42,63,22.86,7
20,72,550000,46,65,58,57,62,64,41,61,48,20.37,6
21,74,925000,61,70,55,72,62,53,54,50,60,26.22,3
21,69,725000,62,57,62,49,55,79,50,62,58,21.46,2
30,65,600000,55,65,52,61,56,33,46,70,52,20.56,6
22,70,950000,55,57,70,44,64,87,62,36,49,20.6,8
22,71,900000,59,61,67,57,65,66,58,42,57,19.67,8
22,73,900000,56,65,63,61,64,64,56,45,64,22.59,2
23,70,1100000,57,59,65,47,64,88,56,48,58,22.28,8
20,76,1900000,54,66,73,62,71,73,43,32,63,24.16,8
22,72,1100000,56,59,70,52,69,69,61,41,60,23.51,7
29,61,325000,58,57,59,49,60,83,51,44,58,23.46,8
20,75,775000,49,65,56,62,58,55,57,54,65,21.47,8
22,71,550000,41,70,57,65,63,59,50,61,53,23.63,2
20,73,550000,57,65,57,60,56,70,60,50,55,22.59,8
20,75,950000,57,60,62,56,60,80,45,63,56,21.07,8
19,73,775000,55,60,68,56,66,72,51,40,49,21.71,2
21,69,325000,47,62,63,58,62,61,61,47,57,22.84,8
21,65,375000,64,53,56,49,53,78,45,48,58,21.6,8
25,67,1000000,61,60,70,52,65,91,35,50,62,20.9,2
24,65,325000,60,52,71,44,63,69,47,34,53,25.73,2
23,72,1300000,60,68,66,64,71,68,36,68,41,22.2,6
26,65,775000,58,60,66,46,64,82,58,48,59,22.98,8
22,67,275000,50,65,61,59,63,71,44,55,57,22.34,8
21,74,975000,52,62,68,58,68,68,60,44,60,20.2,2
22,82,4000000,22,73,35,68,68,57,67,59,62,22.63,6
18,79,1200000,55,64,72,57,71,64,48,44,60,23.66,7
20,82,1900000,50,60,76,42,70,65,64,51,62,23.51,1
21,72,600000,55,61,64,60,65,56,41,51,60,20.08,8
22,71,1100000,55,58,70,43,68,82,58,54,56,22.1,2
22,72,725000,57,67,65,67,64,67,47,42,62,21.39,8
22,69,500000,48,61,55,58,60,68,53,63,54,19.75,8
22,70,975000,47,64,62,45,67,65,55,61,57,21.91,8
26,61,350000,55,55,64,49,62,81,58,43,54,23.67,2
25,64,500000,58,56,61,50,58,86,50,45,55,25.51,8
